date,province,rainfall_mm,avg_temp_c
2023-09-09,KwaZulu-Natal,0.0,28.5
2023-09-10,KwaZulu-Natal,0.0,25.5
2023-09-11,KwaZulu-Natal,0.0,24.8
2023-09-12,KwaZulu-Natal,0.0,24.5
2023-09-13,KwaZulu-Natal,0.0,25.7
2023-09-14,KwaZulu-Natal,0.0,25.9
2023-09-15,KwaZulu-Natal,0.0,22.6
2023-09-16,KwaZulu-Natal,0.0,27.0
2023-09-17,KwaZulu-Natal,0.0,25.6
2023-09-18,KwaZulu-Natal,0.0,26.8
2023-09-19,KwaZulu-Natal,0.0,27.2
2023-09-20,KwaZulu-Natal,0.0,24.4
2023-09-21,KwaZulu-Natal,0.0,25.8
2023-09-22,KwaZulu-Natal,0.0,23.5
2023-09-23,KwaZulu-Natal,0.0,23.6
2023-09-24,KwaZulu-Natal,0.0,26.6
2023-09-25,KwaZulu-Natal,0.0,23.0
2023-09-26,KwaZulu-Natal,0.0,24.3
2023-09-27,KwaZulu-Natal,0.0,22.5
2023-09-28,KwaZulu-Natal,0.0,22.8
2023-09-29,KwaZulu-Natal,0.0,22.9
2023-09-30,KwaZulu-Natal,0.0,25.8
2023-10-01,KwaZulu-Natal,0.0,24.3
2023-10-02,KwaZulu-Natal,0.0,24.7
2023-10-03,KwaZulu-Natal,0.0,20.6
2023-10-04,KwaZulu-Natal,0.0,23.3
2023-10-05,KwaZulu-Natal,0.0,22.5
2023-10-06,KwaZulu-Natal,0.0,23.7
2023-10-07,KwaZulu-Natal,0.0,26.5
2023-10-08,KwaZulu-Natal,0.0,19.2
2023-10-09,KwaZulu-Natal,0.0,23.3
2023-10-10,KwaZulu-Natal,0.0,25.9
2023-10-11,KwaZulu-Natal,0.0,21.7
2023-10-12,KwaZulu-Natal,0.0,22.6
2023-10-13,KwaZulu-Natal,0.0,23.3
2023-10-14,KwaZulu-Natal,0.0,18.9
2023-10-15,KwaZulu-Natal,0.0,22.5
2023-10-16,KwaZulu-Natal,0.0,20.8
2023-10-17,KwaZulu-Natal,2.1,24.9
2023-10-18,KwaZulu-Natal,0.0,21.5
2023-10-19,KwaZulu-Natal,0.0,20.6
2023-10-20,KwaZulu-Natal,0.0,22.8
2023-10-21,KwaZulu-Natal,0.0,22.2
2023-10-22,KwaZulu-Natal,0.0,22.7
2023-10-23,KwaZulu-Natal,0.0,24.1
2023-10-24,KwaZulu-Natal,0.0,20.3
2023-10-25,KwaZulu-Natal,0.0,23.6
2023-10-26,KwaZulu-Natal,1.0,23.8
2023-10-27,KwaZulu-Natal,0.0,19.7
2023-10-28,KwaZulu-Natal,0.0,19.7
2023-10-29,KwaZulu-Natal,0.0,20.7
2023-10-30,KwaZulu-Natal,0.0,20.2
2023-10-31,KwaZulu-Natal,0.0,23.0
2023-11-01,KwaZulu-Natal,0.0,19.0
2023-11-02,KwaZulu-Natal,0.0,20.6
2023-11-03,KwaZulu-Natal,0.0,19.0
2023-11-04,KwaZulu-Natal,0.0,20.2
2023-11-05,KwaZulu-Natal,0.0,23.2
2023-11-06,KwaZulu-Natal,0.0,22.6
2023-11-07,KwaZulu-Natal,0.0,20.3
2023-11-08,KwaZulu-Natal,1.4,20.6
2023-11-09,KwaZulu-Natal,0.0,20.3
2023-11-10,KwaZulu-Natal,0.0,19.0
2023-11-11,KwaZulu-Natal,0.0,22.3
2023-11-12,KwaZulu-Natal,0.0,21.3
2023-11-13,KwaZulu-Natal,0.0,19.5
2023-11-14,KwaZulu-Natal,0.0,18.8
2023-11-15,KwaZulu-Natal,0.2,18.8
2023-11-16,KwaZulu-Natal,0.0,19.4
2023-11-17,KwaZulu-Natal,2.2,18.8
2023-11-18,KwaZulu-Natal,0.0,20.5
2023-11-19,KwaZulu-Natal,1.9,19.4
2023-11-20,KwaZulu-Natal,0.1,17.1
2023-11-21,KwaZulu-Natal,0.0,16.8
2023-11-22,KwaZulu-Natal,0.0,19.9
2023-11-23,KwaZulu-Natal,0.0,16.6
2023-11-24,KwaZulu-Natal,3.1,17.7
2023-11-25,KwaZulu-Natal,0.0,17.5
2023-11-26,KwaZulu-Natal,0.0,16.2
2023-11-27,KwaZulu-Natal,0.0,18.5
2023-11-28,KwaZulu-Natal,0.0,17.7
2023-11-29,KwaZulu-Natal,0.0,16.9
2023-11-30,KwaZulu-Natal,5.5,20.9
2023-12-01,KwaZulu-Natal,0.6,14.1
2023-12-02,KwaZulu-Natal,0.0,16.3
2023-12-03,KwaZulu-Natal,0.0,16.7
2023-12-04,KwaZulu-Natal,2.0,15.5
2023-12-05,KwaZulu-Natal,0.0,20.8
2023-12-06,KwaZulu-Natal,0.0,20.7
2023-12-07,KwaZulu-Natal,0.0,16.3
2023-12-08,KwaZulu-Natal,13.4,19.1
2023-12-09,KwaZulu-Natal,0.0,18.1
2023-12-10,KwaZulu-Natal,0.0,19.6
2023-12-11,KwaZulu-Natal,0.0,16.9
2023-12-12,KwaZulu-Natal,0.0,17.6
2023-12-13,KwaZulu-Natal,0.0,19.0
2023-12-14,KwaZulu-Natal,2.4,18.8
2023-12-15,KwaZulu-Natal,0.0,17.1
2023-12-16,KwaZulu-Natal,0.0,15.4
2023-12-17,KwaZulu-Natal,0.0,15.6
2023-12-18,KwaZulu-Natal,4.7,13.9
2023-12-19,KwaZulu-Natal,0.0,17.8
2023-12-20,KwaZulu-Natal,18.0,16.9
2023-12-21,KwaZulu-Natal,0.0,17.0
2023-12-22,KwaZulu-Natal,0.0,16.5
2023-12-23,KwaZulu-Natal,3.1,14.7
2023-12-24,KwaZulu-Natal,7.0,16.9
2023-12-25,KwaZulu-Natal,15.0,17.3
2023-12-26,KwaZulu-Natal,0.0,15.0
2023-12-27,KwaZulu-Natal,10.1,16.3
2023-12-28,KwaZulu-Natal,0.0,15.3
2023-12-29,KwaZulu-Natal,0.0,15.9
2023-12-30,KwaZulu-Natal,6.1,14.5
2023-12-31,KwaZulu-Natal,0.0,15.8
2024-01-01,KwaZulu-Natal,0.0,18.6
2024-01-02,KwaZulu-Natal,0.0,15.4
2024-01-03,KwaZulu-Natal,2.4,15.1
2024-01-04,KwaZulu-Natal,7.5,15.2
2024-01-05,KwaZulu-Natal,0.0,15.8
2024-01-06,KwaZulu-Natal,0.0,18.8
2024-01-07,KwaZulu-Natal,10.0,18.2
2024-01-08,KwaZulu-Natal,0.0,15.8
2024-01-09,KwaZulu-Natal,10.8,15.1
2024-01-10,KwaZulu-Natal,0.0,13.4
2024-01-11,KwaZulu-Natal,24.2,14.6
2024-01-12,KwaZulu-Natal,0.0,13.0
2024-01-13,KwaZulu-Natal,11.4,17.1
2024-01-14,KwaZulu-Natal,0.0,18.0
2024-01-15,KwaZulu-Natal,0.0,15.4
2024-01-16,KwaZulu-Natal,0.0,16.6
2024-01-17,KwaZulu-Natal,2.2,14.4
2024-01-18,KwaZulu-Natal,0.0,13.1
2024-01-19,KwaZulu-Natal,0.0,16.1
2024-01-20,KwaZulu-Natal,6.5,16.6
2024-01-21,KwaZulu-Natal,5.4,18.6
2024-01-22,KwaZulu-Natal,0.0,19.1
2024-01-23,KwaZulu-Natal,0.0,15.6
2024-01-24,KwaZulu-Natal,0.0,17.4
2024-01-25,KwaZulu-Natal,0.0,16.6
2024-01-26,KwaZulu-Natal,6.6,16.1
2024-01-27,KwaZulu-Natal,0.0,16.1
2024-01-28,KwaZulu-Natal,0.0,15.9
2024-01-29,KwaZulu-Natal,0.0,16.0
2024-01-30,KwaZulu-Natal,0.0,18.7
2024-01-31,KwaZulu-Natal,0.0,16.5
2024-02-01,KwaZulu-Natal,0.0,18.9
2024-02-02,KwaZulu-Natal,0.0,14.9
2024-02-03,KwaZulu-Natal,19.1,12.1
2024-02-04,KwaZulu-Natal,0.0,15.7
2024-02-05,KwaZulu-Natal,0.0,15.1
2024-02-06,KwaZulu-Natal,0.0,14.2
2024-02-07,KwaZulu-Natal,0.0,18.4
2024-02-08,KwaZulu-Natal,0.2,14.5
2024-02-09,KwaZulu-Natal,0.0,17.4
2024-02-10,KwaZulu-Natal,5.5,19.6
2024-02-11,KwaZulu-Natal,4.1,14.9
2024-02-12,KwaZulu-Natal,0.0,16.3
2024-02-13,KwaZulu-Natal,0.0,18.8
2024-02-14,KwaZulu-Natal,18.6,16.2
2024-02-15,KwaZulu-Natal,18.2,17.3
2024-02-16,KwaZulu-Natal,0.0,17.8
2024-02-17,KwaZulu-Natal,0.0,17.2
2024-02-18,KwaZulu-Natal,0.0,16.3
2024-02-19,KwaZulu-Natal,0.0,15.9
2024-02-20,KwaZulu-Natal,8.0,15.5
2024-02-21,KwaZulu-Natal,0.0,18.1
2024-02-22,KwaZulu-Natal,3.3,16.3
2024-02-23,KwaZulu-Natal,10.7,19.1
2024-02-24,KwaZulu-Natal,4.5,19.8
2024-02-25,KwaZulu-Natal,25.7,15.7
2024-02-26,KwaZulu-Natal,0.0,18.6
2024-02-27,KwaZulu-Natal,0.0,20.7
2024-02-28,KwaZulu-Natal,0.0,16.4
2024-02-29,KwaZulu-Natal,9.5,19.5
2024-03-01,KwaZulu-Natal,0.0,18.6
2024-03-02,KwaZulu-Natal,5.8,19.3
2024-03-03,KwaZulu-Natal,0.8,16.8
2024-03-04,KwaZulu-Natal,0.0,20.9
2024-03-05,KwaZulu-Natal,0.9,17.1
2024-03-06,KwaZulu-Natal,0.0,19.1
2024-03-07,KwaZulu-Natal,0.0,18.2
2024-03-08,KwaZulu-Natal,0.0,19.1
2024-03-09,KwaZulu-Natal,0.0,16.9
2024-03-10,KwaZulu-Natal,0.0,16.7
2024-03-11,KwaZulu-Natal,0.0,19.0
2024-03-12,KwaZulu-Natal,0.0,18.1
2024-03-13,KwaZulu-Natal,0.0,18.1
2024-03-14,KwaZulu-Natal,0.1,19.7
2024-03-15,KwaZulu-Natal,0.0,16.7
2024-03-16,KwaZulu-Natal,13.2,20.8
2024-03-17,KwaZulu-Natal,0.0,19.3
2024-03-18,KwaZulu-Natal,0.0,20.3
2024-03-19,KwaZulu-Natal,0.0,20.1
2024-03-20,KwaZulu-Natal,0.0,20.3
2024-03-21,KwaZulu-Natal,0.0,17.7
2024-03-22,KwaZulu-Natal,0.0,21.3
2024-03-23,KwaZulu-Natal,5.0,20.1
2024-03-24,KwaZulu-Natal,0.0,19.0
2024-03-25,KwaZulu-Natal,4.4,19.7
2024-03-26,KwaZulu-Natal,0.0,20.5
2024-03-27,KwaZulu-Natal,0.0,20.3
2024-03-28,KwaZulu-Natal,0.0,21.0
2024-03-29,KwaZulu-Natal,0.0,22.7
2024-03-30,KwaZulu-Natal,0.0,18.8
2024-03-31,KwaZulu-Natal,0.0,21.6
2024-04-01,KwaZulu-Natal,0.0,20.4
2024-04-02,KwaZulu-Natal,0.0,22.4
2024-04-03,KwaZulu-Natal,0.0,23.2
2024-04-04,KwaZulu-Natal,0.0,21.1
2024-04-05,KwaZulu-Natal,0.0,21.9
2024-04-06,KwaZulu-Natal,0.0,22.9
2024-04-07,KwaZulu-Natal,2.1,22.6
2024-04-08,KwaZulu-Natal,0.0,23.1
2024-04-09,KwaZulu-Natal,0.0,20.9
2024-04-10,KwaZulu-Natal,0.0,20.7
2024-04-11,KwaZulu-Natal,1.6,19.9
2024-04-12,KwaZulu-Natal,0.0,21.4
2024-04-13,KwaZulu-Natal,0.0,21.6
2024-04-14,KwaZulu-Natal,0.0,21.7
2024-04-15,KwaZulu-Natal,0.0,22.7
2024-04-16,KwaZulu-Natal,4.0,22.9
2024-04-17,KwaZulu-Natal,0.0,22.1
2024-04-18,KwaZulu-Natal,0.0,22.8
2024-04-19,KwaZulu-Natal,0.0,23.6
2024-04-20,KwaZulu-Natal,0.0,21.3
2024-04-21,KwaZulu-Natal,4.6,24.0
2024-04-22,KwaZulu-Natal,0.0,21.8
2024-04-23,KwaZulu-Natal,0.0,25.0
2024-04-24,KwaZulu-Natal,0.0,23.1
2024-04-25,KwaZulu-Natal,0.0,23.1
2024-04-26,KwaZulu-Natal,0.0,20.4
2024-04-27,KwaZulu-Natal,0.0,24.2
2024-04-28,KwaZulu-Natal,0.0,23.4
2024-04-29,KwaZulu-Natal,0.0,23.7
2024-04-30,KwaZulu-Natal,0.0,23.4
2024-05-01,KwaZulu-Natal,0.0,24.5
2024-05-02,KwaZulu-Natal,0.0,24.9
2024-05-03,KwaZulu-Natal,0.0,24.5
2024-05-04,KwaZulu-Natal,0.0,25.9
2024-05-05,KwaZulu-Natal,0.0,22.9
2024-05-06,KwaZulu-Natal,0.0,23.2
2024-05-07,KwaZulu-Natal,0.0,24.8
2024-05-08,KwaZulu-Natal,0.0,25.3
2024-05-09,KwaZulu-Natal,0.0,25.2
2024-05-10,KwaZulu-Natal,0.0,22.5
2024-05-11,KwaZulu-Natal,0.0,22.8
2024-05-12,KwaZulu-Natal,0.0,24.4
2024-05-13,KwaZulu-Natal,0.0,22.1
2024-05-14,KwaZulu-Natal,0.0,25.2
2024-05-15,KwaZulu-Natal,0.0,24.8
2024-05-16,KwaZulu-Natal,0.0,23.7
2024-05-17,KwaZulu-Natal,0.0,24.3
2024-05-18,KwaZulu-Natal,0.0,25.4
2024-05-19,KwaZulu-Natal,0.0,23.1
2024-05-20,KwaZulu-Natal,0.9,24.5
2024-05-21,KwaZulu-Natal,0.0,25.1
2024-05-22,KwaZulu-Natal,0.0,25.1
2024-05-23,KwaZulu-Natal,0.0,25.2
2024-05-24,KwaZulu-Natal,0.0,27.8
2024-05-25,KwaZulu-Natal,0.0,27.2
2024-05-26,KwaZulu-Natal,0.0,24.9
2024-05-27,KwaZulu-Natal,0.0,24.4
2024-05-28,KwaZulu-Natal,0.0,25.4
2024-05-29,KwaZulu-Natal,0.0,27.9
2024-05-30,KwaZulu-Natal,0.0,23.0
2024-05-31,KwaZulu-Natal,0.0,26.4
2024-06-01,KwaZulu-Natal,0.0,25.9
2024-06-02,KwaZulu-Natal,0.0,28.2
2024-06-03,KwaZulu-Natal,0.0,27.9
2024-06-04,KwaZulu-Natal,0.0,24.3
2024-06-05,KwaZulu-Natal,0.0,28.4
2024-06-06,KwaZulu-Natal,0.0,23.2
2024-06-07,KwaZulu-Natal,0.0,27.6
2024-06-08,KwaZulu-Natal,0.0,27.8
2024-06-09,KwaZulu-Natal,0.0,29.4
2024-06-10,KwaZulu-Natal,0.0,27.3
2024-06-11,KwaZulu-Natal,0.0,26.0
2024-06-12,KwaZulu-Natal,0.0,25.5
2024-06-13,KwaZulu-Natal,0.0,29.3
2024-06-14,KwaZulu-Natal,0.0,29.7
2024-06-15,KwaZulu-Natal,0.0,26.5
2024-06-16,KwaZulu-Natal,0.0,27.3
2024-06-17,KwaZulu-Natal,0.0,29.3
2024-06-18,KwaZulu-Natal,0.0,28.5
2024-06-19,KwaZulu-Natal,0.0,27.1
2024-06-20,KwaZulu-Natal,0.0,26.3
2024-06-21,KwaZulu-Natal,0.0,26.2
2024-06-22,KwaZulu-Natal,0.0,28.9
2024-06-23,KwaZulu-Natal,0.0,27.0
2024-06-24,KwaZulu-Natal,0.0,27.0
2024-06-25,KwaZulu-Natal,0.0,28.5
2024-06-26,KwaZulu-Natal,0.0,27.8
2024-06-27,KwaZulu-Natal,0.0,28.3
2024-06-28,KwaZulu-Natal,0.0,27.2
2024-06-29,KwaZulu-Natal,0.0,27.2
2024-06-30,KwaZulu-Natal,0.0,26.7
2024-07-01,KwaZulu-Natal,0.0,28.9
2024-07-02,KwaZulu-Natal,0.0,28.0
2024-07-03,KwaZulu-Natal,0.0,28.3
2024-07-04,KwaZulu-Natal,0.0,26.4
2024-07-05,KwaZulu-Natal,0.0,28.9
2024-07-06,KwaZulu-Natal,0.0,28.4
2024-07-07,KwaZulu-Natal,0.0,29.0
2024-07-08,KwaZulu-Natal,0.0,28.5
2024-07-09,KwaZulu-Natal,0.0,28.4
2024-07-10,KwaZulu-Natal,0.0,25.2
2024-07-11,KwaZulu-Natal,0.0,29.7
2024-07-12,KwaZulu-Natal,0.0,26.0
2024-07-13,KwaZulu-Natal,0.0,29.6
2024-07-14,KwaZulu-Natal,0.0,27.9
2024-07-15,KwaZulu-Natal,0.0,25.6
2024-07-16,KwaZulu-Natal,0.0,27.9
2024-07-17,KwaZulu-Natal,0.0,25.7
2024-07-18,KwaZulu-Natal,0.0,29.7
2024-07-19,KwaZulu-Natal,0.0,27.2
2024-07-20,KwaZulu-Natal,0.0,26.4
2024-07-21,KwaZulu-Natal,0.0,29.0
2024-07-22,KwaZulu-Natal,0.0,27.9
2024-07-23,KwaZulu-Natal,0.0,28.7
2024-07-24,KwaZulu-Natal,0.0,27.8
2024-07-25,KwaZulu-Natal,0.0,29.7
2024-07-26,KwaZulu-Natal,0.0,27.3
2024-07-27,KwaZulu-Natal,0.0,25.5
2024-07-28,KwaZulu-Natal,0.0,26.2
2024-07-29,KwaZulu-Natal,0.0,28.5
2024-07-30,KwaZulu-Natal,0.0,26.8
2024-07-31,KwaZulu-Natal,0.0,29.7
2024-08-01,KwaZulu-Natal,0.0,26.0
2024-08-02,KwaZulu-Natal,0.0,29.3
2024-08-03,KwaZulu-Natal,0.0,27.0
2024-08-04,KwaZulu-Natal,0.0,29.6
2024-08-05,KwaZulu-Natal,0.0,28.4
2024-08-06,KwaZulu-Natal,0.0,27.9
2024-08-07,KwaZulu-Natal,0.0,28.6
2024-08-08,KwaZulu-Natal,0.0,29.4
2024-08-09,KwaZulu-Natal,0.0,27.4
2024-08-10,KwaZulu-Natal,0.0,24.6
2024-08-11,KwaZulu-Natal,0.0,29.2
2024-08-12,KwaZulu-Natal,0.0,26.9
2024-08-13,KwaZulu-Natal,0.0,31.1
2024-08-14,KwaZulu-Natal,0.0,26.3
2024-08-15,KwaZulu-Natal,0.0,26.6
2024-08-16,KwaZulu-Natal,0.0,28.3
2024-08-17,KwaZulu-Natal,0.0,28.2
2024-08-18,KwaZulu-Natal,0.0,27.7
2024-08-19,KwaZulu-Natal,0.0,26.1
2024-08-20,KwaZulu-Natal,0.0,25.2
2024-08-21,KwaZulu-Natal,0.0,25.8
2024-08-22,KwaZulu-Natal,0.0,24.5
2024-08-23,KwaZulu-Natal,0.0,29.8
2024-08-24,KwaZulu-Natal,0.0,25.1
2024-08-25,KwaZulu-Natal,0.0,26.2
2024-08-26,KwaZulu-Natal,0.0,27.6
2024-08-27,KwaZulu-Natal,0.0,26.5
2024-08-28,KwaZulu-Natal,0.0,25.5
2024-08-29,KwaZulu-Natal,0.0,26.1
2024-08-30,KwaZulu-Natal,0.0,25.3
2024-08-31,KwaZulu-Natal,0.0,25.8
2024-09-01,KwaZulu-Natal,0.0,26.7
2024-09-02,KwaZulu-Natal,0.0,24.5
2024-09-03,KwaZulu-Natal,0.0,27.6
2024-09-04,KwaZulu-Natal,0.0,26.0
2024-09-05,KwaZulu-Natal,0.0,24.9
2024-09-06,KwaZulu-Natal,0.0,25.2
2024-09-07,KwaZulu-Natal,0.0,27.4
2024-09-08,KwaZulu-Natal,0.0,26.8
2024-09-09,KwaZulu-Natal,0.0,25.8
2024-09-10,KwaZulu-Natal,0.0,24.5
2024-09-11,KwaZulu-Natal,0.0,26.1
2024-09-12,KwaZulu-Natal,0.0,25.2
2024-09-13,KwaZulu-Natal,0.0,27.7
2024-09-14,KwaZulu-Natal,0.0,25.0
2024-09-15,KwaZulu-Natal,0.0,27.5
2024-09-16,KwaZulu-Natal,0.0,25.1
2024-09-17,KwaZulu-Natal,0.0,23.2
2024-09-18,KwaZulu-Natal,0.0,29.6
2024-09-19,KwaZulu-Natal,0.0,22.4
2024-09-20,KwaZulu-Natal,0.0,21.5
2024-09-21,KwaZulu-Natal,0.0,21.3
2024-09-22,KwaZulu-Natal,0.0,28.4
2024-09-23,KwaZulu-Natal,0.0,27.4
2024-09-24,KwaZulu-Natal,0.0,24.3
2024-09-25,KwaZulu-Natal,0.0,24.7
2024-09-26,KwaZulu-Natal,0.0,24.3
2024-09-27,KwaZulu-Natal,0.0,21.1
2024-09-28,KwaZulu-Natal,0.0,25.9
2024-09-29,KwaZulu-Natal,0.0,25.6
2024-09-30,KwaZulu-Natal,0.0,21.7
2024-10-01,KwaZulu-Natal,0.0,23.9
2024-10-02,KwaZulu-Natal,0.0,23.2
2024-10-03,KwaZulu-Natal,0.0,22.9
2024-10-04,KwaZulu-Natal,0.0,22.1
2024-10-05,KwaZulu-Natal,0.0,22.8
2024-10-06,KwaZulu-Natal,0.0,22.1
2024-10-07,KwaZulu-Natal,0.0,24.4
2024-10-08,KwaZulu-Natal,0.0,22.7
2024-10-09,KwaZulu-Natal,0.0,21.6
2024-10-10,KwaZulu-Natal,0.0,22.5
2024-10-11,KwaZulu-Natal,0.0,22.2
2024-10-12,KwaZulu-Natal,0.0,22.0
2024-10-13,KwaZulu-Natal,0.0,23.2
2024-10-14,KwaZulu-Natal,0.0,21.7
2024-10-15,KwaZulu-Natal,0.0,21.1
2024-10-16,KwaZulu-Natal,0.0,19.8
2024-10-17,KwaZulu-Natal,0.0,21.8
2024-10-18,KwaZulu-Natal,0.0,23.5
2024-10-19,KwaZulu-Natal,0.0,21.4
2024-10-20,KwaZulu-Natal,0.0,20.7
2024-10-21,KwaZulu-Natal,0.0,20.2
2024-10-22,KwaZulu-Natal,0.0,18.7
2024-10-23,KwaZulu-Natal,0.0,22.9
2024-10-24,KwaZulu-Natal,0.0,21.8
2024-10-25,KwaZulu-Natal,0.0,22.1
2024-10-26,KwaZulu-Natal,0.0,21.2
2024-10-27,KwaZulu-Natal,0.0,19.5
2024-10-28,KwaZulu-Natal,0.0,20.2
2024-10-29,KwaZulu-Natal,0.0,19.8
2024-10-30,KwaZulu-Natal,0.0,19.8
2024-10-31,KwaZulu-Natal,3.3,19.7
2024-11-01,KwaZulu-Natal,0.0,21.9
2024-11-02,KwaZulu-Natal,0.0,23.2
2024-11-03,KwaZulu-Natal,0.0,18.7
2024-11-04,KwaZulu-Natal,0.0,19.7
2024-11-05,KwaZulu-Natal,13.6,20.2
2024-11-06,KwaZulu-Natal,4.8,18.3
2024-11-07,KwaZulu-Natal,0.0,19.7
2024-11-08,KwaZulu-Natal,0.0,20.1
2024-11-09,KwaZulu-Natal,0.0,19.4
2024-11-10,KwaZulu-Natal,0.0,20.3
2024-11-11,KwaZulu-Natal,0.0,19.3
2024-11-12,KwaZulu-Natal,0.0,14.9
2024-11-13,KwaZulu-Natal,0.0,17.7
2024-11-14,KwaZulu-Natal,0.0,21.2
2024-11-15,KwaZulu-Natal,0.0,19.7
2024-11-16,KwaZulu-Natal,0.0,14.6
2024-11-17,KwaZulu-Natal,0.6,16.5
2024-11-18,KwaZulu-Natal,2.4,19.7
2024-11-19,KwaZulu-Natal,0.0,17.7
2024-11-20,KwaZulu-Natal,0.0,14.4
2024-11-21,KwaZulu-Natal,0.0,20.0
2024-11-22,KwaZulu-Natal,5.9,19.4
2024-11-23,KwaZulu-Natal,0.0,17.0
2024-11-24,KwaZulu-Natal,0.0,20.0
2024-11-25,KwaZulu-Natal,0.0,16.9
2024-11-26,KwaZulu-Natal,0.0,17.1
2024-11-27,KwaZulu-Natal,0.0,17.2
2024-11-28,KwaZulu-Natal,0.0,15.0
2024-11-29,KwaZulu-Natal,0.0,18.4
2024-11-30,KwaZulu-Natal,0.0,18.5
2024-12-01,KwaZulu-Natal,5.1,17.0
2024-12-02,KwaZulu-Natal,10.3,18.6
2024-12-03,KwaZulu-Natal,0.0,15.1
2024-12-04,KwaZulu-Natal,7.7,18.5
2024-12-05,KwaZulu-Natal,0.0,17.9
2024-12-06,KwaZulu-Natal,15.7,16.3
2024-12-07,KwaZulu-Natal,12.4,17.9
2024-12-08,KwaZulu-Natal,4.2,15.9
2024-12-09,KwaZulu-Natal,8.7,18.8
2024-12-10,KwaZulu-Natal,0.0,17.8
2024-12-11,KwaZulu-Natal,0.0,17.5
2024-12-12,KwaZulu-Natal,0.0,16.2
2024-12-13,KwaZulu-Natal,13.7,18.1
2024-12-14,KwaZulu-Natal,3.5,18.6
2024-12-15,KwaZulu-Natal,8.6,19.2
2024-12-16,KwaZulu-Natal,0.0,15.9
2024-12-17,KwaZulu-Natal,18.8,17.9
2024-12-18,KwaZulu-Natal,0.0,18.7
2024-12-19,KwaZulu-Natal,6.9,16.2
2024-12-20,KwaZulu-Natal,16.9,18.7
2024-12-21,KwaZulu-Natal,0.0,16.7
2024-12-22,KwaZulu-Natal,0.0,14.9
2024-12-23,KwaZulu-Natal,0.0,15.4
2024-12-24,KwaZulu-Natal,0.0,14.2
2024-12-25,KwaZulu-Natal,0.0,16.3
2024-12-26,KwaZulu-Natal,0.0,16.1
2024-12-27,KwaZulu-Natal,0.0,16.6
2024-12-28,KwaZulu-Natal,12.2,18.3
2024-12-29,KwaZulu-Natal,10.6,16.2
2024-12-30,KwaZulu-Natal,0.0,15.8
2024-12-31,KwaZulu-Natal,0.0,15.9
2025-01-01,KwaZulu-Natal,0.0,13.4
2025-01-02,KwaZulu-Natal,0.0,17.2
2025-01-03,KwaZulu-Natal,8.9,15.9
2025-01-04,KwaZulu-Natal,1.7,16.2
2025-01-05,KwaZulu-Natal,0.0,15.8
2025-01-06,KwaZulu-Natal,0.0,16.3
2025-01-07,KwaZulu-Natal,0.0,14.1
2025-01-08,KwaZulu-Natal,10.4,16.0
2025-01-09,KwaZulu-Natal,1.5,15.1
2025-01-10,KwaZulu-Natal,0.0,16.1
2025-01-11,KwaZulu-Natal,0.0,14.5
2025-01-12,KwaZulu-Natal,0.0,16.7
2025-01-13,KwaZulu-Natal,2.0,16.0
2025-01-14,KwaZulu-Natal,0.0,14.1
2025-01-15,KwaZulu-Natal,0.0,17.4
2025-01-16,KwaZulu-Natal,2.7,15.2
2025-01-17,KwaZulu-Natal,0.0,15.5
2025-01-18,KwaZulu-Natal,0.0,17.2
2025-01-19,KwaZulu-Natal,4.6,17.6
2025-01-20,KwaZulu-Natal,0.0,15.3
2025-01-21,KwaZulu-Natal,0.0,16.2
2025-01-22,KwaZulu-Natal,0.0,17.1
2025-01-23,KwaZulu-Natal,3.8,18.0
2025-01-24,KwaZulu-Natal,0.0,16.2
2025-01-25,KwaZulu-Natal,2.8,16.8
2025-01-26,KwaZulu-Natal,0.0,14.7
2025-01-27,KwaZulu-Natal,0.0,13.9
2025-01-28,KwaZulu-Natal,0.2,17.0
2025-01-29,KwaZulu-Natal,3.9,15.0
2025-01-30,KwaZulu-Natal,0.0,14.8
2025-01-31,KwaZulu-Natal,0.0,17.2
2025-02-01,KwaZulu-Natal,0.0,16.0
2025-02-02,KwaZulu-Natal,0.0,16.6
2025-02-03,KwaZulu-Natal,0.0,14.4
2025-02-04,KwaZulu-Natal,0.0,15.0
2025-02-05,KwaZulu-Natal,0.0,18.8
2025-02-06,KwaZulu-Natal,0.0,15.4
2025-02-07,KwaZulu-Natal,0.0,16.2
2025-02-08,KwaZulu-Natal,0.0,16.9
2025-02-09,KwaZulu-Natal,4.4,14.9
2025-02-10,KwaZulu-Natal,0.0,18.6
2025-02-11,KwaZulu-Natal,0.0,16.6
2025-02-12,KwaZulu-Natal,0.0,16.3
2025-02-13,KwaZulu-Natal,0.0,18.3
2025-02-14,KwaZulu-Natal,0.0,18.2
2025-02-15,KwaZulu-Natal,13.9,19.8
2025-02-16,KwaZulu-Natal,0.0,16.2
2025-02-17,KwaZulu-Natal,0.0,20.2
2025-02-18,KwaZulu-Natal,0.0,18.0
2025-02-19,KwaZulu-Natal,0.0,19.6
2025-02-20,KwaZulu-Natal,0.0,18.6
2025-02-21,KwaZulu-Natal,9.6,16.2
2025-02-22,KwaZulu-Natal,0.0,16.0
2025-02-23,KwaZulu-Natal,0.0,14.6
2025-02-24,KwaZulu-Natal,17.1,14.4
2025-02-25,KwaZulu-Natal,0.0,16.5
2025-02-26,KwaZulu-Natal,0.0,19.4
